temperature,pressure,rpm,vibration,battery_voltage,battery_current,battery_temp,fault_count,engine_health,battery_health,vehicle_health,ml_health_score,trip_readiness,health_class,health_class_id,failure
92.21119988,26.22393309,2146.948405,0.128177996,11.91668802,45.78118547,21.88704765,2,95.57760023,71.81338091,88.44833444,19.657219,83.43167684,Good,1,0
91.69796764,32.8069187,3103.714894,0.333080246,12.93494706,15.60927818,36.68498795,8,74.39871499,100,82.07910049,20.407671,73.24746029,Good,1,0
94.98077663,31.17062384,4321.230952,0.11715492,12.38037829,55.89125688,35.31544679,7,63.6138277,90.94060449,71.81186074,11.685449,67.27523734,Warning,2,0
83.52271773,33.77642404,2549.288277,0.102120773,11.70939983,11.89392461,40.5508425,3,100,67,90.1,17.09106,81.46,Excellent,0,0
78.65052532,30.79124288,1887.715588,0.186301891,12.68497205,53.23341848,23.13113525,8,80,100,86,20.138336,75.6,Good,1,0
83.80422684,34.9125837,1552.027833,0.041623299,12.81027467,22.97496512,35.09970385,6,85,100,89.5,19.392086,81.7,Good,1,0
59.68998349,30.5675552,2941.563917,0.020828525,11.42963664,42.37413185,48.81734064,6,85,54.02104184,75.70631255,14.256514,64.2279959,Good,1,0
63.29331291,34.7081323,1088.307158,0.292384022,12.07017814,62.09080798,55.77499832,3,100,44.1448484,83.24345452,17.715132,72.77504239,Good,1,0
65.15950581,35.22493662,2940.276081,0.076792975,12.3558184,96.08075368,47.80129269,2,100,53.8698701,86.16096103,19.657219,78.47055064,Good,1,0
70.04129759,25.17284022,3154.169285,0.068317503,12.69380436,28.43998958,23.22928494,6,85,100,89.5,20.138336,81.7,Good,1,0
90.9966134,19.15113572,2849.023563,0.463618169,12.19370137,46.99365101,39.51052682,0,67.09889526,83.24018135,71.94128109,99.74884,79.81280492,Warning,2,0
71.41781417,39.26095714,2324.270662,0.543386009,12.06714324,35.5248265,30.16853425,3,83.77426608,78.01965862,82.04788384,25.600946,78.83266203,Good,1,0
79.32756169,31.53995238,2951.952523,0.157867843,12.6908677,32.60259355,37.83900593,1,100,100,100,19.392086,98,Excellent,0,0
104.4884245,19.71308463,2636.750697,0.223266786,12.21267105,35.7005334,27.27783294,0,60,84.02268084,67.20680425,99.4761,77.12861872,Warning,2,0
79.65604043,25.71708302,1877.500927,0.740805772,12.61682186,66.48132951,17.86526558,0,80,100,86,99.73955,91.6,Good,1,0
96.06273353,34.63124575,3980.329858,0.114605452,11.95539374,40.23888272,31.55482761,0,87.87453295,73.40999169,83.53517057,99.685196,84.80310068,Good,1,0
70.9957348,28.32193901,2218.656496,0.444672346,11.85906679,94.98625397,42.22602697,9,70.35517691,44.70918614,62.66137968,10.304541,48.53866504,Warning,2,0
81.91843663,26.92763148,3120.60184,0.296239341,12.70210766,58.31958512,37.87999755,7,80,100,86,18.861294,77.6,Good,1,0
70.74966918,38.40529116,565.1085738,0.674047843,12.50100796,29.79978678,39.0294786,9,60,95.91657852,70.77497356,5.7611647,63.64829984,Warning,2,0
79.91450386,23.71627712,3521.176706,0.057620196,12.76898229,42.66589636,37.16350323,0,94.86510849,100,96.40557594,99.67241,97.84334556,Excellent,0,0
97.60462206,25.21107985,3675.010996,0.367779292,12.1869628,33.9630602,39.04527475,9,60.27213641,82.96221548,67.07916013,1.8854082,58.83993918,Warning,2,0
59.09019365,31.26831885,2523.86703,0.038678144,12.08195788,66.00137306,40.29511759,5,90,78.63076251,86.58922875,20.052576,77.67968975,Good,1,0
91.51635465,32.34272959,2947.016828,0.366767201,12.94428756,17.22440687,32.25318571,7,72.51614393,100,80.76130075,21.460415,74.45678045,Good,1,0
88.56603403,32.97805821,2946.812145,0.08670765,11.79081649,23.18097239,35.82890561,8,80,67,76.1,12.287563,63.06,Good,1,0
76.08775066,35.46742827,1985.773144,0.012897539,12.90058428,38.16907763,52.43258375,2,100,74.72921525,92.41876458,17.09106,86.3971018,Excellent,0,0
63.30913218,31.19147172,2937.697844,0.39435045,12.92820188,63.65893586,36.42031029,7,73.70997001,100,81.59697901,25.280869,74.9581874,Good,1,0
86.08194262,32.93630363,1853.095624,0.011880459,12.74403581,74.6612055,35.42563496,6,85,100,89.5,17.713797,81.7,Good,1,0
77.05760936,28.44474444,2012.994461,0.417590594,12.12487699,77.61084382,36.02884507,4,87.16062707,80.40117597,85.13279174,24.714924,79.15991024,Good,1,0
88.49014317,30.37618982,3401.554515,0.047850731,12.07339047,60.5960304,32.82091482,4,95,78.27735669,89.98320701,17.961098,81.64539554,Good,1,0
85.32778218,30.64520508,3279.726153,0.18595436,12.31597769,48.34220927,30.64644036,2,100,88.28407975,96.48522392,19.392086,91.5479503,Excellent,0,0
109.0266834,31.29058881,1934.899598,0.007356121,11.88198413,65.89251625,37.08678524,1,80,70.38184533,77.1145536,17.09106,78.34510123,Good,1,0
81.40966559,34.63523885,1913.138925,0.017451262,12.0153224,27.10998765,29.94284798,9,80,75.88204902,78.76461471,14.256514,64.43517863,Good,1,0
69.64753761,33.33087409,1983.522718,0.065883653,12.65789372,13.10685556,33.54485071,7,80,100,86,19.392086,77.6,Good,1,0
87.68913452,30.26530202,3086.111653,0.100254652,12.65973965,58.73275155,27.09485293,5,90,100,93,19.392086,85.8,Excellent,0,0
88.29995026,25.14524409,1700.012175,0.043122971,11.98017007,29.88643166,36.08011805,6,85,74.43201536,81.82960461,17.09106,71.98416584,Good,1,0
105.3878136,30.40602755,2785.370111,0.026735698,12.67044877,48.69386536,40.84194944,4,75,100,82.5,16.85328,81.5,Good,1,0
97.52666869,29.83189329,3097.477449,0.03426962,12.58172132,52.39254032,32.8808514,2,84.94666262,99.24600454,89.2364652,16.85328,89.39108003,Good,1,0
90.35306589,31.15908948,2429.40364,0.149216799,13.0039545,54.96239118,14.91621563,9,79.29386823,100,85.50570776,20.138336,73.30342465,Good,1,0
106.9495434,43.23915184,3308.050957,0.013327538,12.62765458,68.75583077,40.90371544,9,60,100,72,2.515155,65.2,Warning,2,1
67.16855419,26.85736333,2256.551864,0.539360255,12.82343242,66.64150377,36.20183843,2,84.04264964,100,88.82985475,24.402285,89.29791285,Good,1,0
75.40372701,32.53373411,2328.915519,0.552264127,12.59083104,53.90000134,25.0676855,8,63.18239156,99.62178025,74.11420817,24.863546,68.39288095,Warning,2,0
71.10136088,36.4107724,1718.203015,0.014723717,12.79197164,41.15969439,42.73270242,4,95,100,96.5,19.047188,89.9,Excellent,0,0
79.15285295,30.58801148,3313.741878,0.275368565,11.88515314,52.15524177,21.01574799,7,80,70.51256692,77.15377007,17.208237,66.39477543,Good,1,0
64.34970779,44.02707072,1886.783642,0.256713316,12.35130222,38.07579167,45.45407615,1,100,88.19735754,96.45920726,21.096188,93.51499586,Excellent,0,0
94.5272642,27.73176425,2779.817454,0.180401997,12.38440689,46.07142156,34.4263338,4,85.9454716,91.10678432,87.49386541,16.85328,82.71767611,Good,1,0
81.66665954,31.94453533,2442.947146,0.063803579,12.30250002,102.3634685,12.31134925,1,100,54.72812588,86.41843776,20.411087,80.79668783,Good,1,0
62.93790558,25.20716553,1657.77355,0.181166008,12.57755465,53.64379402,36.78329587,8,80,99.0741294,85.72223882,20.138336,75.24816917,Good,1,0
69.76631378,27.89085159,2012.717485,0.427680464,12.65375186,59.00490034,30.93807632,3,91.48796906,100,94.04157834,25.280869,90.42494701,Excellent,0,0
89.70270771,31.49360346,3606.297791,0.076602666,12.55690283,35.89038702,29.43150708,2,100,98.22224177,99.46667253,19.392086,95.32445187,Excellent,0,0
97.57189852,35.07782437,2661.326034,0.349275885,12.32922245,70.40146833,27.62274239,6,66.57114395,88.83042596,73.24892856,21.837223,69.71544232,Warning,2,0
114.9509634,31.914569,1692.679727,0.138641168,12.10570797,65.20544845,33.72784209,9,50,79.61045368,58.8831361,1.2731314,53.2519724,Critical,3,1
123.6783703,37.5546891,2744.26263,0.495015515,12.83887443,65.34705109,30.14811319,3,56.99896569,100,69.89927598,6.278801,75.93956559,Warning,2,0
91.2161415,29.43020814,2383.108775,0.213373889,12.53989313,54.29782494,16.43309757,7,77.567717,97.52059147,83.55357934,20.457024,75.6362659,Good,1,0
70.1569282,28.00698882,4612.341159,0.387741732,11.99255446,70.68380192,47.72067887,6,66.903728,65.69256319,66.54037856,8.216119,61.06273977,Warning,2,0
53.01930579,46.22391064,2728.099073,0.67434436,12.32252498,75.43370393,32.55642344,4,75,88.55415556,79.06624667,26.473278,77.15057911,Good,1,0
89.01567194,32.3654259,2195.500122,0.126161063,11.70268013,55.66197839,27.68064984,8,80,67,76.1,14.256514,63.06,Good,1,0
72.80588357,25.68311072,3636.022334,0.251225346,12.41414825,47.70775282,23.71576317,1,100,92.33361514,97.70008454,20.8457,95.08677375,Excellent,0,0
78.7696411,25.83441743,1027.171066,0.740805772,12.32064802,67.8914198,42.70732067,8,60,88.47673095,68.54301928,4.526937,62.82115776,Warning,2,0
75.81854801,24.34392051,2575.456125,0.740805772,12.17021322,31.91749387,22.01568031,4,72.37568205,82.27129532,75.34436603,20.146257,73.66087868,Good,1,0
82.8881367,35.61941614,4095.542796,0.184499287,13.03384008,35.64079439,36.33987302,0,98.08914409,100,98.66240086,99.563484,99.19744052,Excellent,0,0
100.9897035,27.81373624,2407.040573,0.638558978,11.93753835,48.93399314,29.16350998,9,40,72.67345703,49.80203711,2.0158052,46.41591367,Critical,3,0
87.35572851,30.76417485,1113.359164,0.101822921,12.68255718,15.17285863,29.74580339,7,80,100,86,14.993679,77.6,Good,1,0
82.62047744,29.61894795,2183.265628,0.114629467,13.27468326,66.55190547,23.96440469,8,80,100,86,14.993679,75.6,Good,1,0
69.46519371,34.38895445,3663.614433,0.61734205,12.83090716,30.74172225,28.79680567,1,80,100,86,24.863546,89.6,Good,1,0
59.87975583,24.91953544,2800.855677,0.22182315,12.38738449,40.57017957,35.08812392,7,79.67814177,91.2296101,83.14358227,20.481514,74.13207138,Good,1,0
77.70538136,23.54656628,1828.915112,0.398577428,11.94637254,45.73440809,37.35312226,6,72.61443662,73.03786745,72.74146587,20.665247,66.25245301,Warning,2,0
84.19326174,31.34578384,1951.805754,0.103185706,11.85517513,50.78573643,27.14407519,9,80,69.27597409,76.78279223,14.256514,61.92487015,Good,1,0
111.5189487,33.60575571,2052.239783,0.365925572,12.23537932,43.12693447,34.09065598,3,65.60496186,84.95939703,71.41129241,18.53739,73.83865485,Warning,2,0
86.95411782,31.99519388,2788.958307,0.428887161,12.12519971,48.65257906,43.88454431,9,71.40752258,80.41448789,74.10961217,15.822512,62.54866488,Warning,2,0
99.74109267,25.14327763,3570.556906,0.110270641,12.11218124,48.80744735,18.37371443,7,60.51781467,79.877476,66.32571307,12.315691,61.77092304,Warning,2,0
77.51056602,34.06490905,3341.93841,0.160878564,12.26947462,41.05938085,34.93731026,2,100,86.36582798,95.9097484,19.657219,90.81901463,Excellent,0,0
67.2258435,25.53683444,2864.809746,0.091073857,12.35910116,34.53611085,25.49216055,2,100,90.06292297,97.01887689,20.138336,92.22391073,Excellent,0,0
70.52324857,26.87076813,1434.684192,0.487792564,12.59408478,71.62947849,24.47315828,9,67.48049576,99.75599714,77.16314617,25.280869,68.24908713,Good,1,0
74.12160903,24.33627885,1437.653989,0.269394963,11.90488151,7.911885955,37.61011513,6,82.34511541,71.32636238,79.0394895,20.351988,69.68896617,Good,1,0
116.927046,37.80695009,2926.601617,0.040748649,12.12710248,45.88569682,29.54748531,1,70,80.49297736,73.14789321,17.09106,77.9873314,Warning,2,0
72.67919981,33.80052925,1423.623122,0.696738561,12.33613117,40.62201056,22.83196874,1,80,89.11541063,82.73462319,24.863546,85.46385604,Good,1,0
97.57733806,33.62996025,2319.546383,0.23770164,12.32180592,58.37582973,48.24283192,8,64.84532389,77.49886578,68.64138645,6.9537106,60.68460503,Warning,2,0
71.45609233,37.48326853,2743.320357,0.111948422,13.13456948,20.91414407,44.20089514,1,100,100,100,19.047188,98,Excellent,0,0
98.97359519,46.27618223,1589.924804,0.221028332,12.49289864,40.00429318,15.67694044,2,82.05280961,95.58206878,86.11158736,19.725693,86.78336617,Good,1,0
90.77426449,19.74464338,1680.590133,0.054216848,11.75456408,47.95280532,20.25571872,6,63.45147102,67,64.51602971,7.8868628,60.10961783,Warning,2,0
82.65043154,25.56974051,2424.703148,0.084820491,12.56727254,71.40147221,40.93457071,8,80,98.64999247,85.59499774,16.85328,75.08699714,Good,1,0
84.38856211,26.30294949,2902.92023,0.437289301,12.61826549,56.64369934,32.15126167,3,90.8473799,100,93.59316593,24.402285,90.15589956,Excellent,0,0
75.17818457,24.89508227,3349.215016,0.083825119,12.34994879,26.33023578,50.00574644,6,84.58032906,72.66584963,81.00598523,17.09106,71.13676106,Good,1,0
91.69108302,23.53450051,2985.642748,0.740805772,11.91464133,40.25046563,41.16336399,7,50.75583601,71.72895487,57.04777167,1.9097686,54.57445398,Critical,3,0
78.17524779,28.20208162,2558.925276,0.060713067,13.10322188,67.72102705,37.99465524,6,85,100,89.5,14.993679,81.7,Good,1,0
66.61591354,22.70037771,1903.044197,0.502922856,11.97204643,25.98450268,24.78137308,6,62.27332044,74.09691543,65.82039894,12.650842,62.31162245,Warning,2,0
65.83093639,32.01025421,1643.274403,0.511052018,12.66430888,48.42711463,39.91440295,2,85.92986549,100,90.15090584,19.137293,90.0905435,Excellent,0,0
87.58881877,30.31018993,2091.298329,0.286906343,12.48002021,49.81759095,22.24236045,6,85,95.05083373,88.01525012,19.725693,79.81931682,Good,1,0
108.6863688,32.88617199,2827.948468,0.057991975,12.64032422,42.2843388,48.05244533,0,80,89.62168586,82.88650576,99.68686,87.65624063,Good,1,0
87.3998742,33.04637071,2769.298965,0.106075311,13.08274317,103.2034723,39.22138589,7,80,67,76.1,12.287563,65.06,Good,1,0
83.22042511,33.61804112,820.0784114,0.167429533,12.62465555,41.74537081,26.75169423,7,80,100,86,19.392086,77.6,Good,1,0
89.28739209,27.75954638,1871.458377,0.342310813,12.17653431,58.99530319,43.04677428,7,77.17927911,82.53204025,78.78510745,21.666563,69.77747252,Good,1,0
104.5900261,42.72686042,3463.606041,0.740805772,12.84239691,34.6739776,57.41524889,0,60,66,61.8,99.63037,70.28,Warning,2,0
88.29073752,31.4065867,2563.372038,0.258445549,12.14756022,60.55495984,32.823829,9,80,81.33685907,80.40105772,15.069902,66.50800645,Good,1,0
