engine_temperature,engine_pressure,engine_rpm,engine_vibration,battery_voltage,battery_current,battery_temperature,fault_count,engine_health,battery_health,vehicle_health,ml_health_score,trip_readiness,health_class,health_class_id,failure,Vehicle_ID,Failure_Probability,Failure_Risk_Percentage,Urgency,Remaining_Useful_Life_Cycles,Remaining_Useful_Life_KM,Top_Risk_Sensor,Top_Risk_SHAP_Value,Affected_System,Recommended_Action,Reason,Book_Service_Within_Days,Maintenance_Priority,Prediction_Timestamp
92.01264013378068,39.54131283373068,2636.764281750004,0.5791173995315345,12.485943955557918,35.7274824630821,22.81180903505119,9.0,57.366893097003015,95.29518816676412,68.74538161793134,5.7611647,62.30626660411163,Warning,2,0,Vehicle_0015,0.0005,0.1%,LOW,124,2480,temperature,-6.0197,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.020),31,Low,2026-06-28 20:56:19
72.11061305675142,30.955786702977843,2409.5677033028924,0.7408057715024521,12.452782920531696,60.321521526781,29.722442220906785,9.0,60.0,93.92729547193248,70.17818864157974,7.2017136,62.89237227933434,Warning,2,0,Vehicle_0016,0.0004,0.0%,LOW,124,2480,temperature,-5.9665,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.966),31,Low,2026-06-28 20:56:19
90.53126176123747,29.83150154937581,3706.9756986580624,0.279856663582084,12.61074663427996,56.4120391270972,44.01358582746893,6.0,83.93747647752502,100.0,88.75623353426752,13.435298,81.25374012056051,Good,1,0,Vehicle_0017,0.0002,0.0%,LOW,124,2480,temperature,-3.823,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.823),31,Low,2026-06-28 20:56:19
70.61676098756502,26.038199303868065,3274.0403327929084,0.215346619401476,12.521505630206876,61.99033980131524,42.52721304860992,9.0,80.0,96.76210724603366,85.0286321738101,15.246505,72.36960075349279,Good,1,0,Vehicle_0018,0.0005,0.1%,LOW,124,2480,temperature,-5.8886,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.889),31,Low,2026-06-28 20:56:19
98.17675451960908,33.49110263584247,2243.216127693022,0.1691537657717593,12.616542335834392,61.01964571891341,39.873890191423484,8.0,63.64649096078182,100.0,74.55254367254727,16.54427,68.73152620352836,Warning,2,0,Vehicle_0019,0.0005,0.1%,LOW,124,2480,temperature,-6.0354,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.035),31,Low,2026-06-28 20:56:19
84.2511113352062,32.85961780394388,2504.149158927216,0.7408057715024521,12.481599784444288,91.75428072590309,41.75318657993108,6.0,65.0,75.72142791058675,68.21642837317603,11.028129,64.07414260602297,Warning,2,0,Vehicle_0020,0.0002,0.0%,LOW,124,2480,temperature,-3.8685,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.869),31,Low,2026-06-28 20:56:19
82.2270645468211,30.088080839338268,2656.304732751039,0.0970886115888361,12.737113529802546,35.0428234510618,14.164428453939593,8.0,80.0,100.0,86.0,19.783419,75.6,Good,1,0,Vehicle_0021,0.0005,0.1%,LOW,124,2480,temperature,-5.9396,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.940),31,Low,2026-06-28 20:56:19
74.78605683394088,25.26008187679438,2789.4503556839863,0.3803626085876865,11.74911687737983,17.611525131304234,50.89298694537834,3.0,94.6424927608209,46.96384438571364,80.33889824828873,21.291887,71.59610782611597,Good,1,0,Vehicle_0022,0.0002,0.0%,LOW,124,2480,temperature,-3.7209,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.721),31,Low,2026-06-28 20:56:19
103.33812008011046,30.77957912499644,1414.720119248709,0.0684886217646463,12.347490609965446,28.988940078569524,32.96109041133385,8.0,60.0,89.58398766107464,68.8751962983224,2.3858488,63.241915311208366,Warning,2,0,Vehicle_0023,0.0084,0.8%,LOW,123,2460,temperature,-6.5682,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.568),30,Low,2026-06-28 20:56:19
82.68205776896797,29.581207285427173,1266.0123137587518,0.0699999950398441,11.846461402461768,35.926963283368174,47.45894182270852,9.0,80.0,60.5561306543389,74.16683919630167,6.121242,58.61132964864878,Warning,2,0,Vehicle_0024,0.0004,0.0%,LOW,124,2480,temperature,-6.0458,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.046),31,Low,2026-06-28 20:56:19
78.57508266755339,21.999154087594796,1790.087982398037,0.30729103798163,12.510680807041954,30.513461267661786,14.66473421032044,6.0,72.51054715160383,96.31558329048062,79.65205799326687,22.15603,75.05435145405625,Good,1,0,Vehicle_0025,0.0002,0.0%,LOW,124,2480,temperature,-3.7957,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.796),31,Low,2026-06-28 20:56:19
79.71799674267656,21.16912589205489,1728.2092455909262,0.3622931003385289,13.05677207034148,51.87321695289708,37.56568503481192,1.0,80.52363021231761,100.0,86.36654114862233,24.402285,89.8199246891734,Good,1,0,Vehicle_0026,0.0002,0.0%,LOW,124,2480,temperature,-3.7557,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.756),31,Low,2026-06-28 20:56:19
92.98463778330024,33.390920272858615,1984.940788821998,0.030850996069427,12.210366087221214,75.05309811114043,29.364977208551515,2.0,94.03072443339954,83.92760109787507,90.9997874327422,17.961098,87.38539267922033,Excellent,0,0,Vehicle_0027,0.0002,0.0%,LOW,124,2480,temperature,-3.8183,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.818),31,Low,2026-06-28 20:56:19
90.48166096546116,14.388670109689864,3007.768513672004,0.2679362241176314,12.450900812118888,80.7931814593983,40.72120151581304,1.0,69.03667806907765,92.54090909189688,76.08794737592342,17.470497,82.16095024393343,Good,1,0,Vehicle_0028,0.0002,0.0%,LOW,124,2480,temperature,-3.7843,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.784),31,Low,2026-06-28 20:56:19
91.19098917393984,31.23246316176756,2364.8566749402094,0.2524408611173582,12.702594685968656,60.08617003693209,38.17070452468846,5.0,87.61802165212035,100.0,91.33261515648424,17.470497,84.79956909389054,Excellent,0,0,Vehicle_0029,0.0002,0.0%,LOW,124,2480,temperature,-3.8272,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.827),31,Low,2026-06-28 20:56:19
91.46231504511825,27.13150165347705,2657.1156840081508,0.0541730218968845,11.572910827293391,92.82544430908032,38.660477974991785,4.0,92.07536990976352,45.838016890017485,78.20416400383971,17.09106,68.09010178030732,Good,1,0,Vehicle_0030,0.0002,0.0%,LOW,124,2480,temperature,-3.8637,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.864),31,Low,2026-06-28 20:56:19
117.12471401305692,37.84947964127946,1520.557271966191,0.6401327684026797,12.191155807142325,42.87253886867162,24.41058311768509,8.0,30.0,83.13517704462089,45.940553113386265,2.0158052,48.19136727695594,Critical,3,1,Vehicle_0031,0.9987,99.9%,CRITICAL,5,100,temperature,4.5965,Cooling system,Inspect coolant level and radiator,temperature signal is rapidly deteriorating (SHAP=4.596),1,Immediate,2026-06-28 20:56:19
78.90377475423077,27.039190745076745,2130.686237663244,0.169733277677982,12.54580626370914,17.349619159951473,34.43030879181389,2.0,100.0,97.76450837800206,99.32935251340062,19.392086,95.15051318364078,Excellent,0,0,Vehicle_0032,0.0003,0.0%,LOW,124,2480,temperature,-3.8097,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.810),31,Low,2026-06-28 20:56:19
77.31635906392694,33.956905285511375,2969.806129395872,0.1055176761950938,11.327699806254133,71.06356135776339,33.19832952070659,1.0,100.0,67.0,90.1,19.657219,85.46,Excellent,0,0,Vehicle_0033,0.0002,0.0%,LOW,124,2480,temperature,-3.8183,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.818),31,Low,2026-06-28 20:56:19
72.79340907628183,27.61851695257325,2975.9619665414416,0.1031251682974958,12.009276602770012,13.22811216501875,39.95310041707432,6.0,85.0,75.63265986426296,82.18979795927888,19.30874,72.44041074841992,Good,1,0,Vehicle_0034,0.0002,0.0%,LOW,124,2480,temperature,-3.8049,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.805),31,Low,2026-06-28 20:56:19
94.23969133863244,30.68248892091686,1920.3409374496737,0.1069072547126939,12.840343189352517,34.899939546003914,44.89296995433467,1.0,91.52061732273512,100.0,94.06443212591458,16.85328,94.43865927554874,Excellent,0,0,Vehicle_0035,0.0003,0.0%,LOW,124,2480,temperature,-3.8586,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.859),31,Low,2026-06-28 20:56:20
101.93458439081336,34.42101918552031,2629.329909103643,0.0125063408031789,12.80119876018029,60.40224464845593,36.50475922008614,9.0,60.0,100.0,72.0,2.515155,65.19999999999999,Warning,2,0,Vehicle_0036,0.0098,1.0%,LOW,123,2460,temperature,-6.5959,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.596),30,Low,2026-06-28 20:56:20
83.29078813517687,27.22466570205252,4259.078282785866,0.3492125635020245,12.54972729094804,47.95237039902438,22.238277116114013,0.0,91.53759677748106,97.92625075160664,93.45419296971872,99.74526,95.65776593215256,Excellent,0,0,Vehicle_0037,0.0002,0.0%,LOW,124,2480,temperature,-3.7406,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.741),31,Low,2026-06-28 20:56:20
72.39765284556208,35.97932930699042,2485.9216565954894,0.7402219324676619,12.752879055977273,46.180944742569885,36.07578809566768,4.0,75.0,100.0,82.5,19.137293,81.5,Good,1,0,Vehicle_0038,0.0002,0.0%,LOW,124,2480,temperature,-3.757,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.757),31,Low,2026-06-28 20:56:20
72.6327817646314,24.0378127373611,1945.450443086044,0.5375448543521073,12.486041693768586,26.38419934359988,61.11076228409262,9.0,60.31492732597059,61.29921986795418,60.61021508856567,1.8435776,50.62597302673024,Warning,2,0,Vehicle_0039,0.007,0.7%,LOW,124,2480,temperature,-6.3898,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.390),31,Low,2026-06-28 20:56:20
94.75889181737053,31.767557055350277,2360.990088510272,0.1152675249636242,12.622157962976926,49.78395221133326,51.46005326987786,5.0,80.48221636525898,78.03581888241527,79.74829712040585,13.129557,73.45614204872656,Good,1,0,Vehicle_0040,0.0002,0.0%,LOW,124,2480,temperature,-3.8394,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.839),31,Low,2026-06-28 20:56:20
96.14881256805164,35.53583833672712,2573.741686021466,0.3155587675318813,12.273738516463755,70.07324977475584,10.0,8.0,66.66512369510463,86.5417138041299,72.62810072781221,16.134876,64.8852031975133,Warning,2,0,Vehicle_0041,0.0004,0.0%,LOW,124,2480,temperature,-6.0912,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.091),31,Low,2026-06-28 20:56:20
93.14731402457792,33.96022495074201,2379.0652954475604,0.1027507968488938,12.446325073168838,50.399358330720375,35.63343153694845,4.0,88.70537195084415,93.66090926821455,90.19203314605528,16.54427,84.84740174127609,Excellent,0,0,Vehicle_0042,0.0002,0.0%,LOW,124,2480,temperature,-3.8296,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.830),31,Low,2026-06-28 20:56:20
75.01735439066958,41.49866926041246,2474.9162394587984,0.0398505795501506,12.147051845433673,33.39548240717878,44.32119525255344,7.0,80.0,81.31588862413892,80.39476658724168,17.475641,70.5000376771728,Good,1,0,Vehicle_0043,0.0003,0.0%,LOW,124,2480,temperature,-5.8089,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.809),31,Low,2026-06-28 20:56:20
88.4824198460008,25.41936409613604,1345.2425624505283,0.1141359684494509,12.905393337672926,25.04923078805339,33.17672987432021,7.0,80.0,100.0,86.0,17.713797,77.6,Good,1,0,Vehicle_0044,0.0004,0.0%,LOW,124,2480,temperature,-5.7998,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.800),31,Low,2026-06-28 20:56:20
86.75028713711092,21.725104491908475,1729.895619931239,0.1170227223956597,13.00862376380088,33.808108340888424,30.399090798561165,5.0,76.9004179676339,100.0,83.83029257734373,19.392086,80.29817554640624,Good,1,0,Vehicle_0045,0.0003,0.0%,LOW,124,2480,temperature,-3.8233,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.823),31,Low,2026-06-28 20:56:20
88.2803289509352,24.033989349029284,2380.531810342802,0.0490835885622184,12.95196512027883,57.84667504828717,32.33035784916512,1.0,96.13595739611712,100.0,97.295170177282,19.392086,96.3771021063692,Excellent,0,0,Vehicle_0046,0.0003,0.0%,LOW,124,2480,temperature,-3.8202,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.820),31,Low,2026-06-28 20:56:20
98.07143166922285,33.962655399290625,2367.7856239820508,0.1255675664476811,12.236756495328857,56.8720452471942,40.52189485434652,9.0,63.85713666155431,85.01620543231526,70.20485729278259,6.8177643,61.1261554621326,Warning,2,0,Vehicle_0047,0.0004,0.0%,LOW,124,2480,temperature,-6.094,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.094),31,Low,2026-06-28 20:56:20
88.35393323162023,32.98753760561627,2047.0485801119996,0.1499467493644916,12.018490384253964,33.98985798808663,23.515300256249912,0.0,100.0,76.01272835047605,92.8038185051428,99.68493,90.8848367731809,Excellent,0,0,Vehicle_0048,0.0002,0.0%,LOW,124,2480,temperature,-3.8302,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.830),31,Low,2026-06-28 20:56:20
95.18370344607844,30.61353995788449,2358.38913113885,0.0737648519325882,12.910789464300066,5.78481156035884,46.88688651609371,3.0,89.63259310784315,93.58458584528138,90.81819092907462,16.85328,87.20783172650104,Excellent,0,0,Vehicle_0049,0.0003,0.0%,LOW,124,2480,temperature,-3.8586,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.859),31,Low,2026-06-28 20:56:20
86.01368604233338,23.26225770535722,2548.811884331364,0.0136899167331093,12.617562881036566,58.4002552734433,34.44007008301931,6.0,78.04903082142889,100.0,84.63432157500021,17.713797,78.78059294500014,Good,1,0,Vehicle_0050,0.0003,0.0%,LOW,124,2480,temperature,-3.8009,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.801),31,Low,2026-06-28 20:56:20
89.33679098034976,34.60120375997437,3211.53076521962,0.0630826506857932,12.531433736609458,32.045852020494976,25.649757258884502,7.0,80.0,97.17164163514016,85.15149249054204,19.392086,76.52522382135325,Good,1,0,Vehicle_0051,0.0004,0.0%,LOW,124,2480,temperature,-5.8142,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.814),31,Low,2026-06-28 20:56:20
94.4693233875781,22.65177133409676,2420.630611819159,0.5133420240284263,12.146547166021945,63.78124958030567,46.24350161398695,5.0,57.445636959335744,77.0671651108495,63.33209540478987,3.8787603,63.41269026504382,Warning,2,0,Vehicle_0052,0.0002,0.0%,LOW,124,2480,temperature,-4.0526,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-4.053),31,Low,2026-06-28 20:56:20
63.142662702165005,36.9536974942614,2819.2825642386024,0.2038461892382705,12.570265525054706,34.877807157445005,19.54869094888359,4.0,95.0,98.77345290850666,96.132035872552,20.457024,89.43391210523254,Excellent,0,0,Vehicle_0053,0.0003,0.0%,LOW,124,2480,temperature,-3.8399,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.840),31,Low,2026-06-28 20:56:20
80.20493175464048,46.276182227974815,2066.7197588528634,0.0943852301552543,11.965888776135229,30.241990926603822,29.44789902998416,4.0,95.0,73.8429120155781,88.65287360467343,19.657219,79.96030656591968,Good,1,0,Vehicle_0054,0.0002,0.0%,LOW,124,2480,temperature,-3.8296,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.830),31,Low,2026-06-28 20:56:20
77.94441018560806,32.1987068794293,2957.6765788787857,0.0741616209450918,12.653624942431613,53.06343814519169,29.28324934714836,9.0,80.0,100.0,86.0,19.392086,73.6,Good,1,0,Vehicle_0055,0.0005,0.1%,LOW,124,2480,temperature,-5.9307,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.931),31,Low,2026-06-28 20:56:20
75.41683227634987,33.49864881394646,2800.5842380898853,0.2550212558588792,12.951554679842484,97.15398460052738,56.43941938236131,3.0,100.0,37.69592540912983,81.30877762273894,17.715132,70.32445165546933,Good,1,0,Vehicle_0056,0.0002,0.0%,LOW,124,2480,temperature,-3.8195,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.820),31,Low,2026-06-28 20:56:20
80.87286623159974,27.042841386626645,3192.6536025438554,0.0501361383969935,13.05241821756318,64.98059982233147,28.14979231360557,8.0,80.0,100.0,86.0,19.392086,75.6,Good,1,0,Vehicle_0057,0.0005,0.1%,LOW,124,2480,temperature,-5.9253,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.925),31,Low,2026-06-28 20:56:20
107.42411966851594,19.138720073479103,3070.76836995559,0.0609943835864026,12.683409621643928,52.72438598411704,13.450347794998947,0.0,60.0,100.0,72.0,99.43082,83.19999999999999,Warning,2,0,Vehicle_0058,0.0033,0.3%,LOW,124,2480,fault_count,-6.2295,ECU fault logs,Review and clear fault codes,fault_count signal is elevated (SHAP=-6.229),31,Low,2026-06-28 20:56:20
72.01253326460136,26.383683821818664,2970.988498304917,0.441139553559651,11.847191380151552,57.17703072761937,29.181848847208585,6.0,75.5906964293566,68.94664443125149,73.59748082992506,21.44745,65.94781738420534,Warning,2,0,Vehicle_0059,0.0002,0.0%,LOW,124,2480,temperature,-3.8911,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.891),31,Low,2026-06-28 20:56:20
99.5241753188722,23.442628553407506,2421.266073073776,0.1427196492009396,12.47893205237841,14.977682770288055,39.55550347404778,6.0,59.72216357588559,95.0059471606094,70.30729865130273,3.5469651,69.18556862290352,Warning,2,0,Vehicle_0060,0.0004,0.0%,LOW,124,2480,temperature,-4.0802,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-4.080),31,Low,2026-06-28 20:56:20
59.75695342576293,21.317972541509903,2695.9513816355748,0.0422776425869103,13.255872697623088,27.553192584948874,42.84084546583604,6.0,70.27189016603963,100.0,79.19032311622775,19.392086,75.51419386973664,Good,1,0,Vehicle_0061,0.0003,0.0%,LOW,124,2480,temperature,-3.8285,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.829),31,Low,2026-06-28 20:56:20
79.97672455021338,40.33415965197389,3350.8071427612213,0.006781410831315,12.052555363823087,0.0,57.76539693442772,4.0,95.0,43.41790875770232,79.5253726273107,16.708267,68.39880532792688,Good,1,0,Vehicle_0062,0.0002,0.0%,LOW,124,2480,temperature,-3.8666,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.867),31,Low,2026-06-28 20:56:20
87.44129597657508,31.63717510815464,1978.3403444777648,0.7408057715024521,12.376327370835911,84.59747789153245,49.06897570985881,6.0,65.0,69.35314811243292,66.30594443372988,6.005245,61.654196282724506,Warning,2,0,Vehicle_0063,0.0002,0.0%,LOW,124,2480,temperature,-3.8685,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.869),31,Low,2026-06-28 20:56:20
93.79333497038915,32.2781254836839,1997.2737770425076,0.0005160670094693,12.965409740720393,80.54772058311497,36.87922593915152,4.0,87.41333005922166,99.0962610378603,90.91820935281324,12.938285,86.37017781926002,Excellent,0,0,Vehicle_0064,0.0003,0.0%,LOW,124,2480,temperature,-3.8473,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.847),31,Low,2026-06-28 20:56:20
95.66839869689282,28.145865808822503,2645.1451183602894,0.1808192648585117,12.646853568829435,57.8563705242982,26.085845324252222,5.0,78.66320260621436,100.0,85.06424182435005,14.993679,81.03854509461003,Good,1,0,Vehicle_0065,0.0003,0.0%,LOW,124,2480,temperature,-3.8191,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.819),31,Low,2026-06-28 20:56:20
96.90020852799888,28.96277350533938,2832.223752212363,0.2537709695282958,13.392062529794044,52.702302061684094,51.240274313473584,8.0,66.19958294400226,78.78306733418981,69.97462826105851,8.109415,61.74139042347307,Warning,2,0,Vehicle_0066,0.0004,0.0%,LOW,124,2480,temperature,-6.1198,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-6.120),31,Low,2026-06-28 20:56:20
79.76912391627343,35.787304093436,1840.7148005887964,0.1941138471640637,12.106852246708565,18.9681999500484,31.314364496737685,6.0,85.0,79.65765517672828,83.39729655301848,19.30874,73.96990896715674,Good,1,0,Vehicle_0067,0.0002,0.0%,LOW,124,2480,temperature,-3.8296,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-3.830),31,Low,2026-06-28 20:56:20
78.0647231100315,29.805977287828707,2440.1899492693533,0.1174781657281027,12.004097685703671,45.61400079498618,28.418427637853952,7.0,80.0,75.41902953527642,78.62570886058293,19.657219,68.25923122340504,Good,1,0,Vehicle_0068,0.0003,0.0%,LOW,124,2480,temperature,-5.9135,Cooling system,Inspect coolant level and radiator,temperature signal is elevated (SHAP=-5.913),31,Low,2026-06-28 20:56:20
